status,paid_only,is_favor,frequency,progress,stat.question_id,stat.question__article__live,stat.question__article__slug,stat.question__article__has_video_solution,stat.question__title,stat.question__title_slug,stat.question__hide,stat.total_acs,stat.total_submitted,stat.frontend_question_id,stat.is_new_question,difficulty.level
,False,False,0,0,2655,,,,Rearrange Array to Maximize Prefix Score,rearrange-array-to-maximize-prefix-score,False,27921,68395,2587,False,2
,False,False,0,0,2654,,,,Count the Number of Vowel Strings in Range,count-the-number-of-vowel-strings-in-range,False,56693,76719,2586,False,1
,False,False,0,0,2652,,,,Count Number of Possible Root Nodes,count-number-of-possible-root-nodes,False,5655,12267,2581,False,3
,False,False,0,0,2651,,,,Count Ways to Group Overlapping Ranges,count-ways-to-group-overlapping-ranges,False,15431,43061,2580,False,2
,False,False,0,0,2650,,,,Split With Minimum Sum,split-with-minimum-sum,False,33451,47684,2578,False,1
,False,False,0,0,2649,,,,Count Total Number of Colored Cells,count-total-number-of-colored-cells,False,25080,43661,2579,False,2
,False,False,0,0,2648,,,,Number of Ways to Earn Points,number-of-ways-to-earn-points,False,15604,27272,2585,False,3
,False,False,0,0,2647,,,,Split the Array to Make Coprime Products,split-the-array-to-make-coprime-products,False,11214,49225,2584,False,3
,False,False,0,0,2646,,,,Kth Largest Sum in a Binary Tree,kth-largest-sum-in-a-binary-tree,False,35979,75994,2583,False,2
,False,False,0,0,2645,,,,Pass the Pillow,pass-the-pillow,False,34776,75975,2582,False,1
,False,False,0,0,2642,,,,Time to Cross a Bridge,time-to-cross-a-bridge,False,3925,8812,2532,False,3
,False,False,0,0,2641,,,,Disconnect Path in a Binary Matrix by at Most One Flip,disconnect-path-in-a-binary-matrix-by-at-most-one-flip,False,12893,47216,2556,False,2
,False,False,0,0,2640,,,,Maximum Number of Integers to Choose From a Range I,maximum-number-of-integers-to-choose-from-a-range-i,False,29787,55654,2554,False,2
,False,False,0,0,2639,,,,Separate the Digits in an Array,separate-the-digits-in-an-array,False,67247,85039,2553,False,1
,False,False,0,0,2636,True,maximum-subsequence-score,False,Maximum Subsequence Score,maximum-subsequence-score,False,83187,155131,2542,False,2
,False,False,0,0,2635,,,,Check if Point Is Reachable,check-if-point-is-reachable,False,7400,17670,2543,False,3
,False,False,0,0,2634,True,minimum-common-value,False,Minimum Common Value,minimum-common-value,False,223164,376371,2540,False,1
,False,False,0,0,2633,,,,Minimum Cost to Split an Array,minimum-cost-to-split-an-array,False,11483,28762,2547,False,3
,False,False,0,0,2632,,,,Apply Bitwise Operations to Make Strings Equal,apply-bitwise-operations-to-make-strings-equal,False,18486,45116,2546,False,2
,False,False,0,0,2631,,,,Sort the Students by Their Kth Score,sort-the-students-by-their-kth-score,False,58542,68689,2545,False,2
,False,False,0,0,2630,,,,Alternating Digit Sum,alternating-digit-sum,False,57724,84663,2544,False,1
,False,False,0,0,2628,,,,Minimize the Maximum of Two Arrays,minimize-the-maximum-of-two-arrays,False,12017,40186,2513,False,2
,False,False,0,0,2627,,,,Difference Between Maximum and Minimum Price Sum,difference-between-maximum-and-minimum-price-sum,False,7282,22491,2538,False,3
,False,False,0,0,2626,,,,Count the Number of Good Subarrays,count-the-number-of-good-subarrays,False,18860,37685,2537,False,2
,False,False,0,0,2625,,,,Increment Submatrices by One,increment-submatrices-by-one,False,20296,41351,2536,False,2
,False,False,0,0,2624,,,,Difference Between Element Sum and Digit Sum of an Array,difference-between-element-sum-and-digit-sum-of-an-array,False,117804,139915,2535,False,1
,False,False,0,0,2621,,,,Find Xor-Beauty of Array,find-xor-beauty-of-array,False,18548,27307,2527,False,2
,False,False,0,0,2620,,,,Find Consecutive Integers from a Data Stream,find-consecutive-integers-from-a-data-stream,False,25010,51029,2526,False,2
,False,False,0,0,2619,,,,Categorize Box According to Criteria,categorize-box-according-to-criteria,False,31722,89772,2525,False,1
,False,False,0,0,2618,,,,Maximize the Minimum Powered City,maximize-the-minimum-powered-city,False,6656,20539,2528,False,3
,False,False,0,0,2616,,,,Maximal Score After Applying K Operations,maximal-score-after-applying-k-operations,False,27269,59956,2530,False,2
,False,False,0,0,2615,,,,Make Number of Distinct Characters Equal,make-number-of-distinct-characters-equal,False,18232,69459,2531,False,2
,False,False,0,0,2614,,,,Maximum Count of Positive Integer and Negative Integer,maximum-count-of-positive-integer-and-negative-integer,False,99566,140176,2529,False,1
,False,False,0,0,2610,,,,Closest Prime Numbers in Range,closest-prime-numbers-in-range,False,22027,59349,2523,False,2
,False,False,0,0,2609,,,,Distinct Prime Factors of Product of Array,distinct-prime-factors-of-product-of-array,False,29165,57284,2521,False,2
,False,False,0,0,2608,,,,Count the Digits That Divide a Number,count-the-digits-that-divide-a-number,False,78498,93129,2520,False,1
,False,False,0,0,2606,True,difference-between-ones-and-zeros-in-row-and-column,False,Difference Between Ones and Zeros in Row and Column,difference-between-ones-and-zeros-in-row-and-column,False,124041,146818,2482,False,2
,False,False,0,0,2605,,,,Count Anagrams,count-anagrams,False,10545,32464,2514,False,3
,False,False,0,0,2604,,,,Minimum Operations to Make Array Equal II,minimum-operations-to-make-array-equal-ii,False,21470,68442,2541,False,2
,False,False,0,0,2603,,,,Reward Top K Students,reward-top-k-students,False,19602,43541,2512,False,2
,False,False,0,0,2602,,,,Maximum Enemy Forts That Can Be Captured,maximum-enemy-forts-that-can-be-captured,False,22611,59224,2511,False,1
,False,False,0,0,2601,,,,Number of Great Partitions,number-of-great-partitions,False,8098,25916,2518,False,3
,False,False,0,0,2600,,,,Maximum Tastiness of Candy Basket,maximum-tastiness-of-candy-basket,False,19635,31105,2517,False,2
,False,False,0,0,2599,,,,Take K of Each Character From Left and Right,take-k-of-each-character-from-left-and-right,False,15749,45694,2516,False,2
,False,False,0,0,2598,,,,Shortest Distance to Target String in a Circular Array,shortest-distance-to-target-string-in-a-circular-array,False,28294,57918,2515,False,1
,False,False,0,0,2597,,,,Cycle Length Queries in a Tree,cycle-length-queries-in-a-tree,False,12316,22044,2509,False,3
,False,False,0,0,2596,,,,Add Edges to Make Degrees of All Nodes Even,add-edges-to-make-degrees-of-all-nodes-even,False,11505,36609,2508,False,3
,False,False,0,0,2595,,,,Smallest Value After Replacing With Sum of Prime Factors,smallest-value-after-replacing-with-sum-of-prime-factors,False,21470,44386,2507,False,2
,False,False,0,0,2594,,,,Count Pairs Of Similar Strings,count-pairs-of-similar-strings,False,41934,60334,2506,False,1
,False,False,0,0,2592,,,,Minimum Total Cost to Make Arrays Unequal,minimum-total-cost-to-make-arrays-unequal,False,4295,9767,2499,False,3
,False,False,0,0,2591,,,,Frog Jump II,frog-jump-ii,False,19667,31833,2498,False,2
,False,False,0,0,2590,,,,Maximum Star Sum of a Graph,maximum-star-sum-of-a-graph,False,17844,45840,2497,False,2
,False,False,0,0,2589,,,,Maximum Value of a String in an Array,maximum-value-of-a-string-in-an-array,False,42056,58363,2496,False,1
,False,False,0,0,2588,,,,Maximum Number of Points From Grid Queries,maximum-number-of-points-from-grid-queries,False,8983,24053,2503,False,3
,False,False,0,0,2587,,,,Design Memory Allocator,design-memory-allocator,False,15971,30268,2502,False,2
,False,False,0,0,2586,,,,Longest Square Streak in an Array,longest-square-streak-in-an-array,False,25306,64044,2501,False,2
,False,False,0,0,2585,,,,Delete Greatest Value in Each Row,delete-greatest-value-in-each-row,False,56301,72338,2500,False,1
,False,False,0,0,2583,,,,Divide Nodes Into the Maximum Number of Groups,divide-nodes-into-the-maximum-number-of-groups,False,7644,19885,2493,False,3
,False,False,0,0,2582,True,minimum-score-of-a-path-between-two-cities,False,Minimum Score of a Path Between Two Cities,minimum-score-of-a-path-between-two-cities,False,83519,145390,2492,False,2
,False,False,0,0,2581,,,,Divide Players Into Teams of Equal Skill,divide-players-into-teams-of-equal-skill,False,35014,58729,2491,False,2
,False,False,0,0,2580,,,,Circular Sentence,circular-sentence,False,38423,61216,2490,False,1
,False,False,0,0,2577,,,,Count Palindromic Subsequences,count-palindromic-subsequences,False,9690,25770,2484,False,3
,False,False,0,0,2576,True,none,True,Minimum Penalty for a Shop,minimum-penalty-for-a-shop,False,103055,153071,2483,False,2
,False,False,0,0,2575,,,,Minimum Cuts to Divide a Circle,minimum-cuts-to-divide-a-circle,False,32315,60840,2481,False,1
,False,False,0,0,2574,,,,Count Subarrays With Median K,count-subarrays-with-median-k,False,11699,26393,2488,False,3
,False,False,0,0,2573,True,remove-nodes-from-linked-list,False,Remove Nodes From Linked List,remove-nodes-from-linked-list,False,178593,239918,2487,False,2
,False,False,0,0,2572,,,,Append Characters to String to Make Subsequence,append-characters-to-string-to-make-subsequence,False,35043,53084,2486,False,2
,False,False,0,0,2571,True,find-the-pivot-integer,False,Find the Pivot Integer,find-the-pivot-integer,False,218483,260287,2485,False,1
,False,False,0,0,2569,,,,Number of Beautiful Partitions,number-of-beautiful-partitions,False,9823,31834,2478,False,3
,False,False,0,0,2568,True,minimum-fuel-cost-to-report-to-the-capital,False,Minimum Fuel Cost to Report to the Capital,minimum-fuel-cost-to-report-to-the-capital,False,67447,104242,2477,False,2
,False,False,0,0,2567,,,,Closest Nodes Queries in a Binary Search Tree,closest-nodes-queries-in-a-binary-search-tree,False,21425,51699,2476,False,2
,False,False,0,0,2566,,,,Number of Unequal Triplets in Array,number-of-unequal-triplets-in-array,False,40445,56854,2475,False,1
,False,False,0,0,2564,,,,Most Profitable Path in a Tree,most-profitable-path-in-a-tree,False,12007,24504,2467,False,2
,False,False,0,0,2563,,,,Split Message Based on Limit,split-message-based-on-limit,False,9213,20830,2468,False,3
,False,False,0,0,2562,True,count-ways-to-build-good-strings,False,Count Ways To Build Good Strings,count-ways-to-build-good-strings,False,73975,135471,2466,False,2
,False,False,0,0,2561,,,,Number of Distinct Averages,number-of-distinct-averages,False,41257,71370,2465,False,1
,False,False,0,0,2559,,,,Maximum Number of Non-overlapping Palindrome Substrings,maximum-number-of-non-overlapping-palindrome-substrings,False,14849,37059,2472,False,3
,False,False,0,0,2558,,,,Minimum Number of Operations to Sort a Binary Tree by Level,minimum-number-of-operations-to-sort-a-binary-tree-by-level,False,20960,33851,2471,False,2
,False,False,0,0,2557,,,,Number of Subarrays With LCM Equal to K,number-of-subarrays-with-lcm-equal-to-k,False,21971,56718,2470,False,2
,False,False,0,0,2556,,,,Convert the Temperature,convert-the-temperature,False,169566,189995,2469,False,1
,False,False,0,0,2554,,,,Minimum Total Distance Traveled,minimum-total-distance-traveled,False,8067,19864,2463,False,3
,False,False,0,0,2553,True,total-cost-to-hire-k-workers,False,Total Cost to Hire K Workers,total-cost-to-hire-k-workers,False,92721,215286,2462,False,2
,False,False,0,0,2552,,,,Maximum Sum of Distinct Subarrays With Length K,maximum-sum-of-distinct-subarrays-with-length-k,False,51613,152508,2461,False,2
,False,False,0,0,2551,,,,Apply Operations to an Array,apply-operations-to-an-array,False,59436,88279,2460,False,1
,False,False,0,0,2550,,,,Words Within Two Edits of Dictionary,words-within-two-edits-of-dictionary,False,20880,34463,2452,False,2
,False,False,0,0,2549,,,,Next Greater Element IV,next-greater-element-iv,False,9888,25499,2454,False,3
,False,False,0,0,2548,,,,Destroy Sequential Targets,destroy-sequential-targets,False,16985,43433,2453,False,2
,False,False,0,0,2547,,,,Odd String Difference,odd-string-difference,False,28447,48169,2451,False,1
,False,False,0,0,2546,,,,Number of Subarrays With GCD Equal to K,number-of-subarrays-with-gcd-equal-to-k,False,25093,50319,2447,False,2
,False,False,0,0,2545,,,,Height of Binary Tree After Subtree Removal Queries,height-of-binary-tree-after-subtree-removal-queries,False,24271,60296,2458,False,3
,False,False,0,0,2544,,,,Minimum Addition to Make Integer Beautiful,minimum-addition-to-make-integer-beautiful,False,19303,51527,2457,False,2
,False,False,0,0,2543,,,,Most Popular Video Creator,most-popular-video-creator,False,21668,49578,2456,False,2
,False,False,0,0,2542,,,,Average Value of Even Numbers That Are Divisible by Three,average-value-of-even-numbers-that-are-divisible-by-three,False,54437,90539,2455,False,1
,False,False,0,0,2541,,,,Sum of Number and Its Reverse,sum-of-number-and-its-reverse,False,35016,74276,2443,False,2
,False,False,0,0,2539,,,,Minimum Number of Operations to Make Arrays Similar,minimum-number-of-operations-to-make-arrays-similar,False,12143,19659,2449,False,3
,False,False,0,0,2538,True,minimum-cost-to-make-array-equal,False,Minimum Cost to Make Array Equal,minimum-cost-to-make-array-equal,False,65365,142397,2448,False,3
,False,False,0,0,2536,,,,Determine if Two Events Have Conflict,determine-if-two-events-have-conflict,False,42784,84104,2446,False,1
,False,False,0,0,2533,,,,Bitwise XOR of All Pairings,bitwise-xor-of-all-pairings,False,19274,33225,2425,False,2
,False,False,0,0,2532,,,,Remove Letter To Equalize Frequency,remove-letter-to-equalize-frequency,False,43482,251594,2423,False,1
,False,False,0,0,2531,,,,Create Components With Same Value,create-components-with-same-value,False,6333,11955,2440,False,3
,False,False,0,0,2530,False,minimize-maximum-of-array,False,Minimize Maximum of Array,minimize-maximum-of-array,False,80734,173371,2439,False,2
,False,False,0,0,2529,,,,Range Product Queries of Powers,range-product-queries-of-powers,False,15846,39596,2438,False,2
,False,False,0,0,2528,,,,Number of Valid Clock Times,number-of-valid-clock-times,False,30146,64923,2437,False,1
,False,False,0,0,2527,True,count-subarrays-with-fixed-bounds,False,Count Subarrays With Fixed Bounds,count-subarrays-with-fixed-bounds,False,140646,206610,2444,False,3
,False,False,0,0,2526,,,,Longest Increasing Subsequence II,longest-increasing-subsequence-ii,False,13925,59420,2407,False,3
,False,False,0,0,2525,,,,Count Number of Distinct Integers After Reverse Operations,count-number-of-distinct-integers-after-reverse-operations,False,59346,74948,2442,False,2
,False,False,0,0,2524,True,largest-positive-integer-that-exists-with-its-negative,False,Largest Positive Integer That Exists With Its Negative,largest-positive-integer-that-exists-with-its-negative,False,209912,279058,2441,False,1
,False,False,0,0,2521,,,,Paths in Matrix Whose Sum Is Divisible by K,paths-in-matrix-whose-sum-is-divisible-by-k,False,22018,51640,2435,False,3
,False,False,0,0,2520,,,,Using a Robot to Print the Lexicographically Smallest String,using-a-robot-to-print-the-lexicographically-smallest-string,False,17931,45374,2434,False,2
,False,False,0,0,2519,True,find-the-original-array-of-prefix-xor,False,Find The Original Array of Prefix Xor,find-the-original-array-of-prefix-xor,False,141308,160505,2433,False,2
,False,False,0,0,2518,,,,The Employee That Worked on the Longest Task,the-employee-that-worked-on-the-longest-task,False,33941,68034,2432,False,1
,False,False,0,0,2513,,,,Number of Pairs Satisfying Inequality,number-of-pairs-satisfying-inequality,False,12778,29093,2426,False,3
,False,False,0,0,2512,,,,Longest Uploaded Prefix,longest-uploaded-prefix,False,20357,36849,2424,False,2
,False,False,0,0,2511,,,,Partition String Into Substrings With Values at Most K,partition-string-into-substrings-with-values-at-most-k,False,20602,44649,2522,False,2
,False,False,0,0,2510,,,,Maximum Deletions on a String,maximum-deletions-on-a-string,False,12955,39181,2430,False,3
,False,False,0,0,2509,,,,Minimize XOR,minimize-xor,False,21482,48864,2429,False,2
,False,False,0,0,2508,,,,Maximum Sum of an Hourglass,maximum-sum-of-an-hourglass,False,37415,50050,2428,False,2
,False,False,0,0,2507,,,,Number of Common Factors,number-of-common-factors,False,82088,104019,2427,False,1
,False,False,0,0,2505,True,number-of-good-paths,False,Number of Good Paths,number-of-good-paths,False,54778,97099,2421,False,3
,False,False,0,0,2504,,,,Find All Good Indices,find-all-good-indices,False,23037,59714,2420,False,2
,False,False,0,0,2503,,,,Longest Subarray With Maximum Bitwise AND,longest-subarray-with-maximum-bitwise-and,False,27256,55258,2419,False,2
,False,False,0,0,2502,,,,Sort the People,sort-the-people,False,134760,168478,2418,False,1
,False,False,0,0,2499,,,,Minimum Money Required Before Transactions,minimum-money-required-before-transactions,False,10350,25757,2412,False,3
,False,False,0,0,2498,,,,Smallest Subarrays With Maximum Bitwise OR,smallest-subarrays-with-maximum-bitwise-or,False,12460,28388,2411,False,2
,False,False,0,0,2497,,,,Maximum Matching of Players With Trainers,maximum-matching-of-players-with-trainers,False,33599,53659,2410,False,2
,False,False,0,0,2496,,,,Count Days Spent Together,count-days-spent-together,False,22236,49635,2409,False,1
,False,False,0,0,2495,True,number-of-unique-subjects-taught-by-each-teacher,False,Number of Unique Subjects Taught by Each Teacher,number-of-unique-subjects-taught-by-each-teacher,False,145984,166478,2356,False,1
,False,False,0,0,2494,,,,Sum of Prefix Scores of Strings,sum-of-prefix-scores-of-strings,False,25041,54877,2416,False,3
,False,False,0,0,2493,,,,Reverse Odd Levels of Binary Tree,reverse-odd-levels-of-binary-tree,False,49739,64163,2415,False,2
,False,False,0,0,2492,,,,Length of the Longest Alphabetical Continuous Substring,length-of-the-longest-alphabetical-continuous-substring,False,44249,76284,2414,False,2
,False,False,0,0,2491,,,,Smallest Even Multiple,smallest-even-multiple,False,162374,185312,2413,False,1
,False,False,0,0,2488,,,,Divide Intervals Into Minimum Number of Groups,divide-intervals-into-minimum-number-of-groups,False,26055,55423,2406,False,2
,False,False,0,0,2487,True,optimal-partition-of-string,False,Optimal Partition of String,optimal-partition-of-string,False,185522,237685,2405,False,2
,False,False,0,0,2486,,,,Most Frequent Even Element,most-frequent-even-element,False,78060,154842,2404,False,1
,False,False,0,0,2483,,,,Task Scheduler II,task-scheduler-ii,False,33702,64809,2365,False,2
,False,False,0,0,2482,,,,Maximum Rows Covered by Columns,maximum-rows-covered-by-columns,False,14582,26642,2397,False,2
,False,False,0,0,2481,,,,Strictly Palindromic Number,strictly-palindromic-number,False,83953,95951,2396,False,2
,False,False,0,0,2480,,,,Find Subarrays With Equal Sum,find-subarrays-with-equal-sum,False,48657,74864,2395,False,1
,False,False,0,0,2479,True,meeting-rooms-iii,False,Meeting Rooms III,meeting-rooms-iii,False,111401,249384,2402,False,3
,False,False,0,0,2478,,,,Longest Nice Subarray,longest-nice-subarray,False,30300,59594,2401,False,2
,False,False,0,0,2477,,,,Number of Ways to Reach a Position After Exactly k Steps,number-of-ways-to-reach-a-position-after-exactly-k-steps,False,30234,86248,2400,False,2
,False,False,0,0,2476,,,,Check Distances Between Same Letters,check-distances-between-same-letters,False,47335,67233,2399,False,1
,False,False,0,0,2475,,,,Largest Palindromic Number,largest-palindromic-number,False,34462,100205,2384,False,2
,False,False,0,0,2473,,,,Max Sum of a Pair With Equal Sum of Digits,max-sum-of-a-pair-with-equal-sum-of-digits,False,46330,84630,2342,False,2
,False,False,0,0,2472,,,,Build a Matrix With Conditions,build-a-matrix-with-conditions,False,14200,23213,2392,False,3
,False,False,0,0,2471,True,minimum-amount-of-time-to-collect-garbage,False,Minimum Amount of Time to Collect Garbage,minimum-amount-of-time-to-collect-garbage,False,128116,150086,2391,False,2
,False,False,0,0,2470,True,removing-stars-from-a-string,False,Removing Stars From a String,removing-stars-from-a-string,False,288339,384242,2390,False,2
,False,False,0,0,2469,True,longest-subsequence-with-limited-sum,False,Longest Subsequence With Limited Sum,longest-subsequence-with-limited-sum,False,107463,150007,2389,False,1
,False,False,0,0,2466,,,,Maximum Segment Sum After Removals,maximum-segment-sum-after-removals,False,8553,17556,2382,False,3
,False,False,0,0,2465,,,,Shifting Letters II,shifting-letters-ii,False,20686,55812,2381,False,2
,False,False,0,0,2464,,,,Time Needed to Rearrange a Binary String,time-needed-to-rearrange-a-binary-string,False,28991,58244,2380,False,2
,False,False,0,0,2463,,,,Minimum Recolors to Get K Consecutive Black Blocks,minimum-recolors-to-get-k-consecutive-black-blocks,False,51226,87435,2379,False,1
,False,False,0,0,2462,,,,Find the K-Sum of an Array,find-the-k-sum-of-an-array,False,8728,22543,2386,False,3
,False,False,0,0,2461,True,amount-of-time-for-binary-tree-to-be-infected,False,Amount of Time for Binary Tree to Be Infected,amount-of-time-for-binary-tree-to-be-infected,False,131741,209644,2385,False,2
,False,False,0,0,2459,,,,Minimum Hours of Training to Win a Competition,minimum-hours-of-training-to-win-a-competition,False,31298,76206,2383,False,1
,False,False,0,0,2457,,,,Count Special Integers,count-special-integers,False,11594,30223,2376,False,3
,False,False,0,0,2456,,,,Construct Smallest Number From DI String,construct-smallest-number-from-di-string,False,31709,41875,2375,False,2
,False,False,0,0,2455,,,,Node With Highest Edge Score,node-with-highest-edge-score,False,32696,69033,2374,False,2
,False,False,0,0,2454,True,largest-local-values-in-a-matrix,False,Largest Local Values in a Matrix,largest-local-values-in-a-matrix,False,141447,160390,2373,False,1
,False,False,0,0,2450,True,minimum-replacements-to-sort-the-array,False,Minimum Replacements to Sort the Array,minimum-replacements-to-sort-the-array,False,65126,121302,2366,False,3
,False,False,0,0,2449,,,,Maximum Number of Robots Within Budget,maximum-number-of-robots-within-budget,False,20354,59480,2398,False,3
,False,False,0,0,2448,,,,Count Number of Bad Pairs,count-number-of-bad-pairs,False,30734,74184,2364,False,2
,False,False,0,0,2447,,,,Merge Similar Items,merge-similar-items,False,55246,73177,2363,False,1
,False,False,0,0,2445,True,reachable-nodes-with-restrictions,False,Reachable Nodes With Restrictions,reachable-nodes-with-restrictions,False,52082,88892,2368,False,2
,False,False,0,0,2444,True,longest-ideal-subsequence,False,Longest Ideal Subsequence,longest-ideal-subsequence,False,111200,233448,2370,False,2
,False,False,0,0,2443,True,check-if-there-is-a-valid-partition-for-the-array,False,Check if There is a Valid Partition For The Array,check-if-there-is-a-valid-partition-for-the-array,False,86428,166841,2369,False,2
,False,False,0,0,2442,,,,Number of Arithmetic Triplets,number-of-arithmetic-triplets,False,120123,143145,2367,False,1
,False,False,0,0,2439,True,longest-cycle-in-a-graph,False,Longest Cycle in a Graph,longest-cycle-in-a-graph,False,73496,147367,2360,False,3
,False,False,0,0,2438,True,find-closest-node-to-given-two-nodes,False,Find Closest Node to Given Two Nodes,find-closest-node-to-given-two-nodes,False,75986,167049,2359,False,2
,False,False,0,0,2437,,,,Maximum Number of Groups Entering a Competition,maximum-number-of-groups-entering-a-competition,False,36580,53935,2358,False,2
,False,False,0,0,2436,,,,Make Array Zero by Subtracting Equal Amounts,make-array-zero-by-subtracting-equal-amounts,False,106998,147898,2357,False,1
,False,False,0,0,2435,,,,Shortest Impossible Sequence of Rolls,shortest-impossible-sequence-of-rolls,False,14517,21245,2350,False,3
,False,False,0,0,2434,,,,Design a Number Container System,design-a-number-container-system,False,22712,50649,2349,False,2
,False,False,0,0,2433,,,,Best Poker Hand,best-poker-hand,False,40164,66497,2347,False,1
,False,False,0,0,2432,True,number-of-zero-filled-subarrays,False,Number of Zero-Filled Subarrays,number-of-zero-filled-subarrays,False,123594,185361,2348,False,2
,False,False,0,0,2430,,,,Number of Excellent Pairs,number-of-excellent-pairs,False,14469,30790,2354,False,3
,False,False,0,0,2429,True,design-a-food-rating-system,False,Design a Food Rating System,design-a-food-rating-system,False,82705,182380,2353,False,2
,False,False,0,0,2428,True,equal-row-and-column-pairs,False,Equal Row and Column Pairs,equal-row-and-column-pairs,False,203633,288636,2352,False,2
,False,False,0,0,2427,,,,First Letter to Appear Twice,first-letter-to-appear-twice,False,113698,154749,2351,False,1
,False,False,0,0,2423,,,,Minimum Deletions to Make Array Divisible,minimum-deletions-to-make-array-divisible,False,27218,48605,2344,False,3
,False,False,0,0,2422,,,,Query Kth Smallest Trimmed Number,query-kth-smallest-trimmed-number,False,28842,65935,2343,False,2
,False,False,0,0,2421,,,,Maximum Number of Pairs in Array,maximum-number-of-pairs-in-array,False,66536,88465,2341,False,1
,False,False,0,0,2419,,,,Subarray With Elements Greater Than Varying Threshold,subarray-with-elements-greater-than-varying-threshold,False,8387,19571,2334,False,3
,False,False,0,0,2418,,,,Minimum Sum of Squared Difference,minimum-sum-of-squared-difference,False,13806,54382,2333,False,2
,False,False,0,0,2417,,,,The Latest Time to Catch a Bus,the-latest-time-to-catch-a-bus,False,22739,85400,2332,False,2
,False,False,0,0,2416,True,evaluate-boolean-binary-tree,False,Evaluate Boolean Binary Tree,evaluate-boolean-binary-tree,False,70888,91229,2331,False,1
,False,False,0,0,2415,,,,Count the Number of Ideal Arrays,count-the-number-of-ideal-arrays,False,6027,22593,2338,False,3
,False,False,0,0,2414,,,,Move Pieces to Obtain a String,move-pieces-to-obtain-a-string,False,25022,52615,2337,False,2
,False,False,0,0,2413,True,smallest-number-in-infinite-set,False,Smallest Number in Infinite Set,smallest-number-in-infinite-set,False,132997,185197,2336,False,2
,False,False,0,0,2412,,,,Minimum Amount of Time to Fill Cups,minimum-amount-of-time-to-fill-cups,False,46189,80279,2335,False,1
,False,False,0,0,2411,,,,Spiral Matrix IV,spiral-matrix-iv,False,39832,53063,2326,False,2
,False,False,0,0,2409,True,number-of-increasing-paths-in-a-grid,False,Number of Increasing Paths in a Grid,number-of-increasing-paths-in-a-grid,False,66604,113838,2328,False,3
,False,False,0,0,2408,,,,Number of People Aware of a Secret,number-of-people-aware-of-a-secret,False,23088,50692,2327,False,2
,False,False,0,0,2406,,,,Decode the Message,decode-the-message,False,95033,113171,2325,False,1
,False,False,0,0,2404,,,,Number of Distinct Roll Sequences,number-of-distinct-roll-sequences,False,10542,18539,2318,False,3
,False,False,0,0,2403,True,count-unreachable-pairs-of-nodes-in-an-undirected-graph,False,Count Unreachable Pairs of Nodes in an Undirected Graph,count-unreachable-pairs-of-nodes-in-an-undirected-graph,False,85881,173788,2316,False,2
,False,False,0,0,2402,,,,Maximum XOR After Operations ,maximum-xor-after-operations,False,24260,30584,2317,False,2
,False,False,0,0,2401,,,,Count Asterisks,count-asterisks,False,68333,83209,2315,False,1
,False,False,0,0,2400,,,,Minimum Score After Removals on a Tree,minimum-score-after-removals-on-a-tree,False,7106,13624,2322,False,3
,False,False,0,0,2398,,,,Check if Matrix Is X-Matrix,check-if-matrix-is-x-matrix,False,51164,78439,2319,False,1
,False,False,0,0,2397,,,,Count Number of Ways to Place Houses,count-number-of-ways-to-place-houses,False,26581,63796,2320,False,2
,False,False,0,0,2395,,,,Longest Binary Subsequence Less Than or Equal to K,longest-binary-subsequence-less-than-or-equal-to-k,False,21652,57320,2311,False,2
,False,False,0,0,2394,,,,Count Subarrays With Score Less Than K,count-subarrays-with-score-less-than-k,False,27350,50296,2302,False,3
,False,False,0,0,2393,,,,Match Substring After Replacement,match-substring-after-replacement,False,13946,34199,2301,False,3
,False,False,0,0,2392,True,successful-pairs-of-spells-and-potions,False,Successful Pairs of Spells and Potions,successful-pairs-of-spells-and-potions,False,144755,338970,2300,False,2
,False,False,0,0,2391,,,,Strong Password Checker II,strong-password-checker-ii,False,40499,74034,2299,False,1
,False,False,0,0,2390,True,naming-a-company,False,Naming a Company,naming-a-company,False,60000,129075,2306,False,3
,False,False,0,0,2389,,,,Design a Text Editor,design-a-text-editor,False,23255,52475,2296,False,3
,False,False,0,0,2388,,,,Replace Elements in an Array,replace-elements-in-an-array,False,35052,60577,2295,False,2
,False,False,0,0,2387,,,,Partition Array Such That Maximum Difference Is K,partition-array-such-that-maximum-difference-is-k,False,40430,55041,2294,False,2
,False,False,0,0,2386,,,,Min Max Game,min-max-game,False,46900,74455,2293,False,1
,False,False,0,0,2384,,,,Root Equals Sum of Children,root-equals-sum-of-children,False,216883,257434,2236,False,1
,False,False,0,0,2383,,,,Add Two Integers,add-two-integers,False,489235,557910,2235,False,1
,False,False,0,0,2380,,,,Booking Concert Tickets in Groups,booking-concert-tickets-in-groups,False,6520,37918,2286,False,3
,False,False,0,0,2379,,,,Maximum Total Importance of Roads,maximum-total-importance-of-roads,False,32771,53749,2285,False,2
,False,False,0,0,2378,,,,Sender With Largest Word Count,sender-with-largest-word-count,False,32953,58183,2284,False,2
,False,False,0,0,2377,,,,Check if Number Has Equal Digit Count and Digit Value,check-if-number-has-equal-digit-count-and-digit-value,False,55411,76868,2283,False,1
,False,False,0,0,2375,,,,Minimum Obstacle Removal to Reach Corner,minimum-obstacle-removal-to-reach-corner,False,23552,44246,2290,False,3
